-0.251,-0.514,-0.566
0.918,0.797,1.084
0.250,0.142,-0.173
-0.126,0.273,-0.368
-1.337,-0.120,-1.197
0.250,-0.252,0.003
0.458,0.011,-0.101
1.043,1.059,1.012
0.625,0.273,0.075
1.001,0.273,0.508
-0.001,-0.252,-0.119
-0.335,-0.514,-0.667
1.168,0.928,0.544
0.166,0.273,0.324
-1.003,-0.514,-0.934
0.458,0.535,0.065
-0.168,-0.383,-0.501
-0.084,-0.383,-0.501
0.291,-0.120,-0.026
0.250,0.142,-0.069
0.166,0.404,-0.083
0.709,0.928,0.594
0.625,0.142,0.061
1.085,0.535,0.598
-0.168,-0.383,-0.465
-0.126,-0.120,-0.429
-0.293,-0.514,-0.393
0.375,0.535,-0.119
0.208,-0.252,-0.213
-0.001,0.404,0.328
0.542,1.059,0.508
-0.460,0.142,-0.840
0.834,0.535,0.450
0.458,0.011,-0.217
-0.251,0.142,-0.541
0.124,-0.120,-0.343
-0.711,-0.514,-0.872
0.959,0.928,0.663
0.542,0.404,0.003
-0.043,-0.907,-0.296
0.124,0.011,0.075
0.291,0.142,-0.249
-0.001,-0.514,-0.444
0.458,0.273,0.097
-0.502,-0.645,-0.696
0.458,0.142,0.364
0.625,0.273,0.274
0.918,0.928,0.601
-0.335,-0.252,-0.617
0.208,0.535,0.220
0.959,1.059,0.472
0.166,0.273,-0.235
-0.418,-0.776,-0.674
-0.627,-0.645,-0.645
1.085,1.583,1.632
-0.627,-0.252,-0.739
0.500,0.011,0.183
0.792,0.535,0.634
-0.418,-0.383,-0.645
1.252,0.404,1.301
1.001,0.273,0.652
0.208,0.404,-0.249
0.709,0.273,0.335
-0.460,-0.514,-0.717
-0.001,0.535,0.256
0.542,0.273,0.003
0.291,0.535,0.248
1.001,0.928,1.156
0.876,0.797,0.760
-0.043,-0.120,-0.465
-0.001,0.404,-0.253
-0.001,-0.776,-0.429
-0.001,0.011,-0.476
-0.084,-0.252,-0.397
-0.377,0.535,-0.004
0.250,0.142,-0.105
-0.502,-0.120,-0.465
0.333,0.142,0.057
0.208,-0.776,-0.177
-1.504,-1.038,-1.186
-1.462,-0.776,-1.074
0.375,0.011,0.086
1.085,0.666,1.156
0.458,0.273,0.364
-0.126,-0.383,-0.256
0.291,-0.120,-0.303
0.542,-0.120,0.292
0.375,0.011,0.003
-0.084,-0.120,0.090
0.250,0.273,-0.310
0.083,-0.252,-0.303
-0.335,-0.514,-0.667
0.208,0.273,0.364
0.625,-0.252,0.421
-0.001,0.142,-0.465
-0.418,-0.514,-0.501
-0.084,-0.120,-0.033
0.083,0.273,-0.328
-0.460,0.273,0.111
-0.168,-0.120,-0.537
-1.045,-0.252,-0.970
-0.084,0.404,-0.609
-0.460,1.059,-0.753
0.458,0.535,-0.177
0.792,0.404,0.811
-2.965,-2.217,-1.669
0.333,0.273,0.065
-0.544,-0.514,-0.775
-0.377,-0.645,-0.501
-0.001,-0.120,-0.465
-0.210,-0.252,-0.620
-0.001,0.011,-0.213
-2.422,-1.693,-1.391
-1.253,-0.776,-0.981
-0.043,0.011,-0.573
-0.502,-0.776,-0.642
-1.796,-0.907,-1.128
-0.001,-0.383,-0.321
0.667,0.142,0.436
0.625,-0.120,0.097
1.043,1.190,1.059
-1.295,0.011,-1.283
-3.217,-2.740,-1.698
-0.418,0.142,-0.357
0.792,0.535,0.299
0.584,0.011,-0.090
0.083,-0.252,-0.260
1.001,0.535,0.558
0.500,0.797,0.364
0.751,0.535,0.652
-0.460,1.059,-0.642
0.041,0.011,-0.209
-0.210,-0.120,-0.620
